Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Absolute (rad/s)
0.26558381,-0.01740965992,-0.05566509441,-0.1149953827,0.1289404399
0.405565789,-0.03390302137,-0.002519819187,0.007788531948,0.03487729313
0.535549903,-0.03940080851,-0.03917173296,0.02183843218,0.05969728214
2.223342288,-0.003359758761,-0.04039346427,-0.03436116874,0.05313765004
2.225342021,-0.01435533352,0.005421428941,-0.03924809024,0.04214119219
2.229341753,-0.02474004216,0.03474296257,-0.04169155285,0.05964334593
2.233341219,-0.02596177347,0.08788824081,-0.0423024185,0.1009348858
2.235340519,-0.02718350291,0.1239292845,-0.03863722831,0.132628224
2.239340119,-0.02718350291,0.1758528352,-0.03924809024,0.1822184817
6.612747221,0.09865473956,-0.002519819187,-0.03252857551,0.1039096499
18.14333434,0.02168571576,-0.005574145354,0.0841466859,0.08707471569
18.14733358,0.005192354787,-7.635815564e-05,0.06887505949,0.06907054508
18.15733241,-0.05161811411,0.02496911772,0.02183843218,0.06135799593
18.16133207,-0.07177666575,0.03596469015,0.006566801574,0.08055104944
18.16333184,-0.09315694869,0.05306891724,-0.005650503561,0.1073613304
